pos,AT%,score,A3993,A3996
4312800_4312900,51.0,7,7,0
4314400_4314500,46.0,7,7,0
53900_54000,54.0,7,7,0
71200_71300,47.0,7,7,0
825400_825500,41.0,7,0,7
902400_902500,52.0,7,0,7
1184300_1184400,54.0,6,6,0
1200500_1200600,73.0,6,6,0
1259600_1259700,56.0,6,6,0
1293200_1293300,47.0,6,6,0
1499400_1499500,56.0,6,6,0
1658100_1658200,59.0,6,0,6
1709100_1709200,57.0,6,6,0
1806800_1806900,61.0,6,0,6
1823600_1823700,55.0,6,6,0
1852100_1852200,45.0,6,6,0
212900_213000,49.0,6,0,6
2195500_2195600,44.0,6,6,0
2355500_2355600,63.0,6,0,6
2565100_2565200,53.0,6,6,0
2637500_2637600,56.0,6,0,6
2648800_2648900,44.0,6,0,6
27100_27200,48.0,6,0,6
2737100_2737200,75.0,6,6,0
2758400_2758500,58.0,6,6,0
2863000_2863100,51.0,6,0,6
2929800_2929900,54.0,6,6,0
2953400_2953500,51.0,6,6,0
2955700_2955800,64.0,6,0,6
2980600_2980700,49.0,6,6,0
3060300_3060400,51.0,6,0,6
3066100_3066200,49.0,6,6,0
310100_310200,46.0,6,6,0
31300_31400,55.0,6,6,0
3172700_3172800,47.0,6,6,0
318700_318800,42.0,6,6,0
3276200_3276300,54.0,6,6,0
3281300_3281400,43.0,6,6,0
3363800_3363900,49.0,6,0,6
3404700_3404800,41.0,6,6,0
3427100_3427200,49.0,6,0,6
3455500_3455600,41.0,6,0,6
3479900_3480000,42.0,6,0,6
3525800_3525900,64.0,6,6,0
3536400_3536500,30.0,6,0,6
3552300_3552400,51.0,6,6,0
360100_360200,51.0,6,0,6
3685300_3685400,43.0,6,6,0
3711500_3711600,61.0,6,6,0
3720700_3720800,71.0,6,0,6
3740300_3740400,49.0,6,0,6
384200_384300,53.0,6,0,6
3867400_3867500,44.0,6,6,0
3915000_3915100,49.0,6,0,6
4008400_4008500,54.0,6,0,6
4289900_4290000,46.0,6,6,0
4369300_4369400,46.0,6,6,0
4371600_4371700,51.0,6,6,0
476000_476100,54.0,6,6,0
485700_485800,57.0,6,6,0
588600_588700,49.0,6,6,0
640600_640700,53.0,6,0,6
711400_711500,72.0,6,0,6
835100_835200,60.0,6,0,6
930300_930400,56.0,6,0,6
957100_957200,42.0,6,0,6
1156000_1156100,51.0,5,0,5
1170300_1170400,47.0,5,5,0
1285300_1285400,63.0,5,0,5
1299700_1299800,48.0,5,5,0
1359500_1359600,48.0,5,5,0
1373100_1373200,57.0,5,5,0
1394200_1394300,62.0,5,5,0
140100_140200,44.0,5,0,5
1441900_1442000,54.0,5,0,5
1637400_1637500,53.0,5,0,5
1648000_1648100,40.0,5,0,5
1699400_1699500,41.0,5,0,5
1727800_1727900,49.0,5,5,0
2005200_2005300,68.0,5,5,0
2022000_2022100,52.0,5,5,0
2131300_2131400,46.0,5,5,0
2169500_2169600,52.0,5,0,5
2331100_2331200,42.0,5,5,0
2435200_2435300,44.0,5,0,5
2440000_2440100,59.0,5,0,5
2644400_2644500,58.0,5,5,0
2646400_2646500,43.0,5,5,0
2700100_2700200,66.0,5,5,0
2711300_2711400,55.0,5,0,5
284900_285000,60.0,5,5,0
2938200_2938300,43.0,5,5,0
3157200_3157300,56.0,5,5,0
3157300_3157400,51.0,5,0,5
3159900_3160000,49.0,5,5,0
3160300_3160400,51.0,5,0,5
3200600_3200700,52.0,5,5,0
3367500_3367600,47.0,5,5,0
3372700_3372800,59.0,5,0,5
3441900_3442000,57.0,5,0,5
3471800_3471900,45.0,5,0,5
3479700_3479800,37.0,5,0,5
3555500_3555600,46.0,5,5,0
3604300_3604400,48.0,5,0,5
3615900_3616000,41.0,5,5,0
3638900_3639000,46.0,5,0,5
3684900_3685000,49.0,5,0,5
3729900_3730000,46.0,5,0,5
3733400_3733500,42.0,5,5,0
3734400_3734500,51.0,5,5,0
3751100_3751200,43.0,5,5,0
3799800_3799900,48.0,5,5,0
3821800_3821900,52.0,5,0,5
3908400_3908500,54.0,5,5,0
3951300_3951400,58.0,5,0,5
3955800_3955900,49.0,5,0,5
3968900_3969000,69.0,5,5,0
3986100_3986200,64.0,5,0,5
4028500_4028600,50.0,5,0,5
4050500_4050600,42.0,5,5,0
4166500_4166600,55.0,5,0,5
4185400_4185500,47.0,5,0,5
4207200_4207300,56.0,5,5,0
4289700_4289800,48.0,5,0,5
4384800_4384900,49.0,5,0,5
4416000_4416100,63.0,5,5,0
4444400_4444500,59.0,5,5,0
4464300_4464400,43.0,5,0,5
4528400_4528500,52.0,5,5,0
472300_472400,51.0,5,5,0
486300_486400,52.0,5,0,5
490200_490300,50.0,5,0,5
5900_6000,54.0,5,0,5
612500_612600,62.0,5,5,0
638200_638300,57.0,5,5,0
644700_644800,61.0,5,0,5
684400_684500,46.0,5,0,5
706700_706800,60.0,5,0,5
768800_768900,49.0,5,0,5
80600_80700,51.0,5,0,5
898700_898800,52.0,5,5,0
969600_969700,51.0,5,5,0
988600_988700,53.0,5,5,0
1005000_1005100,51.0,4,4,0
1051200_1051300,44.0,4,4,0
1110000_1110100,52.0,4,0,4
1234000_1234100,43.0,4,0,4
1283300_1283400,45.0,4,4,0
1354900_1355000,43.0,4,4,0
1355700_1355800,49.0,4,0,4
144500_144600,49.0,4,4,0
1447000_1447100,60.0,4,0,4
1714600_1714700,53.0,4,4,0
1764400_1764500,48.0,4,4,0
1819400_1819500,47.0,4,0,4
1871800_1871900,52.0,4,0,4
2168700_2168800,50.0,4,4,0
2239900_2240000,66.0,4,0,4
2250800_2250900,42.0,4,4,0
2310900_2311000,59.0,4,4,0
2437200_2437300,47.0,4,4,0
2566900_2567000,48.0,4,0,4
2584800_2584900,44.0,4,4,0
2607800_2607900,70.0,4,4,0
2641800_2641900,46.0,4,0,4
2652700_2652800,42.0,4,0,4
2699200_2699300,44.0,4,4,0
2727600_2727700,40.0,4,4,0
282400_282500,61.0,4,4,0
2881800_2881900,76.0,4,4,0
2890200_2890300,59.0,4,0,4
2958100_2958200,60.0,4,4,0
302100_302200,60.0,4,4,0
3110900_3111000,51.0,4,4,0
3111500_3111600,54.0,4,0,4
311800_311900,49.0,4,0,4
3154500_3154600,42.0,4,4,0
3160500_3160600,60.0,4,4,0
3171700_3171800,42.0,4,4,0
3216500_3216600,55.0,4,4,0
3230800_3230900,48.0,4,4,0
3235600_3235700,51.0,4,0,4
3271200_3271300,67.0,4,0,4
3282800_3282900,50.0,4,4,0
330600_330700,45.0,4,4,0
3308600_3308700,64.0,4,0,4
3422400_3422500,39.0,4,4,0
3444400_3444500,42.0,4,4,0
3532300_3532400,47.0,4,4,0
3592600_3592700,58.0,4,0,4
3595100_3595200,56.0,4,4,0
3664400_3664500,49.0,4,0,4
3707300_3707400,53.0,4,4,0
3711600_3711700,55.0,4,0,4
3713000_3713100,43.0,4,0,4
3727700_3727800,57.0,4,4,0
3748100_3748200,48.0,4,4,0
3748600_3748700,56.0,4,0,4
3784500_3784600,50.0,4,0,4
3824300_3824400,51.0,4,0,4
3847200_3847300,46.0,4,4,0
3879400_3879500,48.0,4,0,4
3992500_3992600,48.0,4,4,0
4011500_4011600,46.0,4,4,0
4056700_4056800,42.0,4,4,0
4072000_4072100,46.0,4,0,4
4096400_4096500,46.0,4,4,0
413300_413400,64.0,4,0,4
4176200_4176300,66.0,4,4,0
4213000_4213100,45.0,4,0,4
4231400_4231500,53.0,4,0,4
4256600_4256700,47.0,4,4,0
4265100_4265200,48.0,4,0,4
4273900_4274000,67.0,4,0,4
4292400_4292500,55.0,4,4,0
4314300_4314400,45.0,4,0,4
443400_443500,46.0,4,0,4
4450700_4450800,56.0,4,0,4
4477500_4477600,53.0,4,4,0
4545000_4545100,44.0,4,0,4
507300_507400,59.0,4,4,0
523000_523100,48.0,4,4,0
625200_625300,44.0,4,4,0
653400_653500,52.0,4,4,0
70000_70100,44.0,4,4,0
706800_706900,63.0,4,0,4
819200_819300,54.0,4,0,4
824600_824700,50.0,4,0,4
1042500_1042600,47.0,3,3,0
1095900_1096000,54.0,3,0,3
1125700_1125800,55.0,3,0,3
114300_114400,56.0,3,3,0
1189500_1189600,52.0,3,0,3
1234700_1234800,46.0,3,0,3
1263000_1263100,48.0,3,3,0
1281900_1282000,58.0,3,3,0
1294300_1294400,53.0,3,0,3
1331400_1331500,52.0,3,0,3
1414200_1414300,42.0,3,3,0
1442800_1442900,58.0,3,3,0
1462700_1462800,56.0,3,0,3
1539900_1540000,55.0,3,0,3
1581500_1581600,56.0,3,3,0
1617700_1617800,49.0,3,3,0
162000_162100,56.0,3,3,0
1687600_1687700,49.0,3,3,0
1752400_1752500,47.0,3,0,3
1835300_1835400,46.0,3,0,3
1873800_1873900,42.0,3,0,3
1950300_1950400,47.0,3,0,3
2034600_2034700,44.0,3,0,3
219500_219600,48.0,3,0,3
2212300_2212400,53.0,3,3,0
2240100_2240200,54.0,3,0,3
2338300_2338400,59.0,3,3,0
2359100_2359200,53.0,3,3,0
2377800_2377900,67.0,3,0,3
2389000_2389100,52.0,3,3,0
240500_240600,58.0,3,0,3
2409400_2409500,44.0,3,3,0
2460600_2460700,45.0,3,0,3
2539100_2539200,57.0,3,3,0
2548800_2548900,49.0,3,3,0
2622600_2622700,50.0,3,0,3
2623200_2623300,55.0,3,3,0
2643400_2643500,56.0,3,3,0
2655500_2655600,47.0,3,0,3
2685300_2685400,37.0,3,0,3
2705200_2705300,40.0,3,0,3
2738100_2738200,67.0,3,3,0
288800_288900,46.0,3,0,3
2898100_2898200,58.0,3,3,0
2925800_2925900,40.0,3,3,0
2930100_2930200,47.0,3,0,3
2951800_2951900,55.0,3,3,0
2978500_2978600,47.0,3,3,0
2981000_2981100,41.0,3,0,3
2996600_2996700,54.0,3,3,0
310600_310700,46.0,3,3,0
3118500_3118600,57.0,3,3,0
3134700_3134800,78.0,3,3,0
314100_314200,60.0,3,0,3
3189900_3190000,51.0,3,0,3
3245300_3245400,53.0,3,0,3
3247100_3247200,52.0,3,3,0
3297900_3298000,44.0,3,0,3
3302200_3302300,54.0,3,0,3
3355800_3355900,47.0,3,3,0
3388800_3388900,43.0,3,0,3
3421100_3421200,46.0,3,3,0
3428000_3428100,45.0,3,0,3
3438100_3438200,59.0,3,3,0
3446200_3446300,74.0,3,0,3
3461400_3461500,50.0,3,3,0
3466700_3466800,61.0,3,0,3
346900_347000,56.0,3,0,3
3560400_3560500,49.0,3,3,0
3696600_3696700,48.0,3,0,3
3697500_3697600,46.0,3,0,3
3712100_3712200,58.0,3,0,3
3720500_3720600,48.0,3,0,3
3731000_3731100,48.0,3,3,0
3748300_3748400,44.0,3,3,0
3748800_3748900,42.0,3,3,0
3785600_3785700,51.0,3,0,3
3817900_3818000,51.0,3,3,0
3873300_3873400,55.0,3,3,0
3885200_3885300,50.0,3,0,3
3905700_3905800,60.0,3,3,0
392200_392300,46.0,3,3,0
3948200_3948300,52.0,3,3,0
395800_395900,53.0,3,0,3
3973700_3973800,52.0,3,3,0
3978700_3978800,44.0,3,3,0
4041100_4041200,58.0,3,0,3
4091100_4091200,52.0,3,3,0
4097500_4097600,37.0,3,0,3
4131200_4131300,58.0,3,3,0
414300_414400,57.0,3,3,0
4160300_4160400,44.0,3,0,3
4176400_4176500,68.0,3,0,3
4211500_4211600,48.0,3,3,0
4281600_4281700,52.0,3,3,0
433800_433900,57.0,3,0,3
434300_434400,53.0,3,3,0
4376300_4376400,49.0,3,0,3
4415400_4415500,61.0,3,3,0
4432200_4432300,50.0,3,3,0
4445700_4445800,40.0,3,3,0
4480600_4480700,43.0,3,3,0
4480900_4481000,59.0,3,0,3
4482500_4482600,48.0,3,0,3
4496200_4496300,50.0,3,3,0
45000_45100,44.0,3,0,3
4529400_4529500,42.0,3,0,3
4533900_4534000,43.0,3,0,3
580000_580100,50.0,3,3,0
599200_599300,46.0,3,3,0
638700_638800,52.0,3,0,3
650700_650800,41.0,3,0,3
680600_680700,53.0,3,0,3
688600_688700,49.0,3,0,3
759600_759700,51.0,3,3,0
800800_800900,58.0,3,0,3
87200_87300,49.0,3,3,0
90200_90300,46.0,3,3,0
937900_938000,56.0,3,0,3
954300_954400,62.0,3,0,3
970500_970600,47.0,3,3,0
1020500_1020600,52.0,2,0,2
1043200_1043300,45.0,2,2,0
1043900_1044000,41.0,2,2,0
1067800_1067900,52.0,2,2,0
1081600_1081700,46.0,2,0,2
1085800_1085900,48.0,2,2,0
1093800_1093900,51.0,2,0,2
1107800_1107900,57.0,2,0,2
1143700_1143800,64.0,2,0,2
1159500_1159600,52.0,2,2,0
1183700_1183800,52.0,2,2,0
1276400_1276500,57.0,2,2,0
1283700_1283800,48.0,2,2,0
1295100_1295200,59.0,2,2,0
1297500_1297600,53.0,2,0,2
1399200_1399300,60.0,2,0,2
1494300_1494400,40.0,2,2,0
1636800_1636900,57.0,2,2,0
1640100_1640200,46.0,2,0,2
1647700_1647800,47.0,2,2,0
1657000_1657100,55.0,2,2,0
1726800_1726900,40.0,2,0,2
1775900_1776000,49.0,2,2,0
1816300_1816400,58.0,2,0,2
1856700_1856800,52.0,2,2,0
1868600_1868700,54.0,2,2,0
187800_187900,48.0,2,0,2
1930800_1930900,45.0,2,0,2
1944600_1944700,61.0,2,0,2
1980200_1980300,56.0,2,0,2
2017500_2017600,52.0,2,2,0
2118600_2118700,58.0,2,2,0
2119500_2119600,48.0,2,2,0
2161600_2161700,41.0,2,2,0
2164900_2165000,55.0,2,0,2
219000_219100,52.0,2,0,2
2194600_2194700,45.0,2,0,2
2204000_2204100,40.0,2,2,0
2241000_2241100,55.0,2,0,2
2252200_2252300,52.0,2,0,2
2266500_2266600,40.0,2,2,0
2304300_2304400,58.0,2,2,0
2358200_2358300,51.0,2,2,0
2366700_2366800,53.0,2,2,0
2384500_2384600,47.0,2,2,0
2485400_2485500,60.0,2,2,0
2490500_2490600,46.0,2,2,0
2499800_2499900,47.0,2,0,2
2514000_2514100,48.0,2,2,0
2530900_2531000,53.0,2,0,2
2606400_2606500,37.0,2,0,2
2615900_2616000,42.0,2,0,2
2625700_2625800,64.0,2,2,0
2640000_2640100,60.0,2,0,2
264300_264400,55.0,2,2,0
2643300_2643400,46.0,2,0,2
2648300_2648400,53.0,2,0,2
2653800_2653900,39.0,2,0,2
2668900_2669000,53.0,2,0,2
2669300_2669400,52.0,2,0,2
283300_283400,71.0,2,0,2
2866900_2867000,50.0,2,0,2
2881200_2881300,53.0,2,2,0
2920600_2920700,44.0,2,2,0
2938800_2938900,52.0,2,0,2
294100_294200,57.0,2,0,2
2955100_2955200,68.0,2,0,2
3003800_3003900,65.0,2,2,0
3023400_3023500,48.0,2,2,0
3120100_3120200,41.0,2,0,2
3136000_3136100,54.0,2,2,0
3157100_3157200,64.0,2,2,0
320600_320700,46.0,2,2,0
3210500_3210600,56.0,2,0,2
3215300_3215400,47.0,2,0,2
3255500_3255600,48.0,2,2,0
3314900_3315000,58.0,2,2,0
3321700_3321800,51.0,2,0,2
3325000_3325100,53.0,2,0,2
3405800_3405900,47.0,2,0,2
3562500_3562600,54.0,2,0,2
3563300_3563400,50.0,2,2,0
3564900_3565000,44.0,2,2,0
3625200_3625300,39.0,2,0,2
3634700_3634800,42.0,2,2,0
3643700_3643800,52.0,2,2,0
3705700_3705800,60.0,2,0,2
3717800_3717900,68.0,2,2,0
3745100_3745200,42.0,2,2,0
375400_375500,56.0,2,2,0
3763400_3763500,41.0,2,2,0
3765900_3766000,48.0,2,2,0
3766000_3766100,51.0,2,0,2
3769000_3769100,57.0,2,0,2
3790000_3790100,62.0,2,0,2
3805000_3805100,47.0,2,2,0
3843700_3843800,55.0,2,0,2
3865000_3865100,43.0,2,0,2
3865700_3865800,48.0,2,2,0
3867900_3868000,42.0,2,2,0
3869700_3869800,49.0,2,0,2
3875400_3875500,49.0,2,0,2
3892000_3892100,46.0,2,0,2
3895500_3895600,70.0,2,2,0
391600_391700,40.0,2,2,0
3919200_3919300,51.0,2,2,0
3949000_3949100,54.0,2,0,2
3953100_3953200,50.0,2,2,0
396600_396700,43.0,2,0,2
3978300_3978400,55.0,2,0,2
3990500_3990600,40.0,2,0,2
4012200_4012300,43.0,2,0,2
4035800_4035900,55.0,2,2,0
4110300_4110400,50.0,2,2,0
411300_411400,46.0,2,2,0
4115500_4115600,39.0,2,0,2
4126200_4126300,50.0,2,2,0
4138800_4138900,51.0,2,0,2
4177900_4178000,51.0,2,0,2
4189900_4190000,74.0,2,0,2
4197300_4197400,35.0,2,2,0
4198300_4198400,43.0,2,2,0
4243700_4243800,47.0,2,2,0
4287300_4287400,51.0,2,2,0
42900_43000,46.0,2,2,0
4326200_4326300,67.0,2,2,0
4351600_4351700,62.0,2,0,2
4355100_4355200,55.0,2,2,0
435800_435900,50.0,2,2,0
4392200_4392300,56.0,2,2,0
4432000_4432100,45.0,2,2,0
4432900_4433000,54.0,2,2,0
4442200_4442300,45.0,2,0,2
4443500_4443600,58.0,2,2,0
4453600_4453700,61.0,2,2,0
446600_446700,50.0,2,0,2
4487900_4488000,70.0,2,2,0
4490000_4490100,44.0,2,0,2
4509200_4509300,59.0,2,0,2
4518000_4518100,47.0,2,0,2
4558500_4558600,49.0,2,0,2
504200_504300,49.0,2,0,2
526600_526700,42.0,2,0,2
543400_543500,63.0,2,2,0
582000_582100,38.0,2,0,2
61800_61900,46.0,2,2,0
621100_621200,50.0,2,2,0
639900_640000,51.0,2,2,0
641500_641600,47.0,2,2,0
645600_645700,47.0,2,2,0
659600_659700,49.0,2,2,0
665700_665800,47.0,2,2,0
678900_679000,54.0,2,2,0
728600_728700,47.0,2,0,2
743700_743800,49.0,2,2,0
797800_797900,55.0,2,0,2
876100_876200,48.0,2,0,2
891100_891200,58.0,2,2,0
901600_901700,44.0,2,2,0
90800_90900,52.0,2,0,2
929900_930000,57.0,2,0,2
948800_948900,46.0,2,0,2
999200_999300,45.0,2,2,0
1004400_1004500,52.0,1,0,1
1042400_1042500,46.0,1,0,1
1065000_1065100,54.0,1,1,0
1079700_1079800,45.0,1,0,1
1079800_1079900,39.0,1,0,1
1089500_1089600,50.0,1,1,0
1090100_1090200,52.0,1,1,0
1092300_1092400,59.0,1,1,0
1103200_1103300,44.0,1,1,0
1107900_1108000,61.0,1,1,0
1110400_1110500,56.0,1,0,1
112500_112600,47.0,1,0,1
1128000_1128100,67.0,1,0,1
1130600_1130700,53.0,1,0,1
1148500_1148600,45.0,1,1,0
1160900_1161000,50.0,1,0,1
1170100_1170200,54.0,1,1,0
1182700_1182800,54.0,1,1,0
11900_12000,65.0,1,1,0
1225300_1225400,43.0,1,0,1
1235600_1235700,60.0,1,1,0
1238600_1238700,49.0,1,1,0
1243500_1243600,54.0,1,0,1
1272900_1273000,42.0,1,0,1
1274200_1274300,48.0,1,0,1
1309100_1309200,52.0,1,1,0
1322200_1322300,49.0,1,0,1
1337800_1337900,45.0,1,1,0
1345500_1345600,51.0,1,0,1
1347000_1347100,47.0,1,0,1
1374800_1374900,49.0,1,0,1
1414300_1414400,46.0,1,1,0
1421100_1421200,56.0,1,0,1
1453900_1454000,55.0,1,1,0
1463700_1463800,56.0,1,1,0
1498800_1498900,47.0,1,0,1
1521700_1521800,50.0,1,0,1
1526100_1526200,55.0,1,1,0
1533700_1533800,58.0,1,1,0
157700_157800,64.0,1,0,1
1583600_1583700,58.0,1,1,0
1584000_1584100,55.0,1,0,1
1592900_1593000,61.0,1,1,0
1607600_1607700,48.0,1,0,1
1608200_1608300,56.0,1,0,1
1641000_1641100,48.0,1,1,0
1641100_1641200,51.0,1,1,0
1657700_1657800,55.0,1,0,1
1685100_1685200,63.0,1,1,0
1708700_1708800,41.0,1,0,1
1718500_1718600,43.0,1,1,0
1726300_1726400,43.0,1,1,0
1728000_1728100,48.0,1,0,1
1783100_1783200,56.0,1,0,1
1809400_1809500,48.0,1,0,1
1814300_1814400,50.0,1,0,1
1832200_1832300,47.0,1,0,1
1833700_1833800,52.0,1,1,0
1840500_1840600,57.0,1,1,0
1844600_1844700,45.0,1,1,0
1891800_1891900,51.0,1,1,0
1897700_1897800,53.0,1,0,1
1908100_1908200,60.0,1,0,1
1918700_1918800,53.0,1,0,1
1954500_1954600,46.0,1,0,1
195700_195800,58.0,1,1,0
19800_19900,58.0,1,0,1
1981200_1981300,48.0,1,0,1
2038100_2038200,48.0,1,1,0
2071800_2071900,43.0,1,1,0
2086400_2086500,45.0,1,0,1
2122600_2122700,45.0,1,0,1
2126600_2126700,54.0,1,1,0
2151600_2151700,45.0,1,0,1
2186000_2186100,46.0,1,1,0
2202400_2202500,53.0,1,0,1
2213000_2213100,50.0,1,0,1
2247200_2247300,52.0,1,1,0
2252000_2252100,52.0,1,0,1
2253900_2254000,45.0,1,0,1
2257100_2257200,51.0,1,1,0
2261100_2261200,51.0,1,0,1
2264100_2264200,49.0,1,1,0
2299100_2299200,45.0,1,1,0
2306800_2306900,47.0,1,0,1
2310000_2310100,52.0,1,0,1
2312400_2312500,46.0,1,0,1
2319200_2319300,49.0,1,0,1
2351900_2352000,56.0,1,1,0
2354800_2354900,55.0,1,0,1
2357500_2357600,46.0,1,0,1
2374000_2374100,43.0,1,1,0
2377700_2377800,57.0,1,0,1
2380100_2380200,45.0,1,1,0
2388000_2388100,48.0,1,1,0
2388200_2388300,44.0,1,0,1
2410200_2410300,65.0,1,0,1
2410400_2410500,63.0,1,1,0
2417300_2417400,42.0,1,0,1
2419700_2419800,47.0,1,1,0
2422700_2422800,42.0,1,1,0
2428300_2428400,43.0,1,1,0
243500_243600,59.0,1,0,1
2447200_2447300,49.0,1,1,0
2447600_2447700,55.0,1,1,0
2451800_2451900,47.0,1,0,1
2451900_2452000,50.0,1,1,0
2455400_2455500,60.0,1,1,0
2457600_2457700,57.0,1,0,1
2458200_2458300,49.0,1,0,1
2495100_2495200,55.0,1,1,0
2499700_2499800,46.0,1,1,0
2500300_2500400,54.0,1,0,1
2502100_2502200,50.0,1,1,0
2504400_2504500,46.0,1,1,0
2504800_2504900,38.0,1,1,0
2512300_2512400,45.0,1,0,1
251900_252000,47.0,1,0,1
2522500_2522600,51.0,1,1,0
2532000_2532100,57.0,1,1,0
2539500_2539600,50.0,1,0,1
2551500_2551600,60.0,1,1,0
2553400_2553500,49.0,1,0,1
2557800_2557900,39.0,1,0,1
2559600_2559700,47.0,1,0,1
2591000_2591100,36.0,1,1,0
2665700_2665800,74.0,1,1,0
2671400_2671500,44.0,1,0,1
2674000_2674100,50.0,1,0,1
2680000_2680100,46.0,1,1,0
2688200_2688300,44.0,1,0,1
2703600_2703700,54.0,1,1,0
2734500_2734600,50.0,1,0,1
2738500_2738600,67.0,1,0,1
2738800_2738900,64.0,1,0,1
2762000_2762100,46.0,1,0,1
2772600_2772700,45.0,1,0,1
2795700_2795800,49.0,1,1,0
2801400_2801500,50.0,1,0,1
280900_281000,62.0,1,1,0
2817200_2817300,64.0,1,1,0
2820400_2820500,54.0,1,1,0
2852200_2852300,47.0,1,1,0
2862900_2863000,55.0,1,0,1
2870500_2870600,45.0,1,0,1
2875200_2875300,41.0,1,1,0
288400_288500,62.0,1,1,0
288600_288700,53.0,1,0,1
2891700_2891800,55.0,1,0,1
2893100_2893200,50.0,1,1,0
289600_289700,65.0,1,1,0
2898400_2898500,46.0,1,1,0
2905300_2905400,47.0,1,1,0
2918700_2918800,47.0,1,1,0
2919400_2919500,42.0,1,1,0
2989700_2989800,53.0,1,1,0
300900_301000,46.0,1,1,0
3019800_3019900,47.0,1,0,1
302700_302800,51.0,1,1,0
3029900_3030000,39.0,1,1,0
3035300_3035400,62.0,1,1,0
3037500_3037600,40.0,1,0,1
3039800_3039900,64.0,1,0,1
3047800_3047900,47.0,1,1,0
3048400_3048500,45.0,1,0,1
3056500_3056600,60.0,1,0,1
3061300_3061400,57.0,1,0,1
3067500_3067600,44.0,1,0,1
307300_307400,45.0,1,0,1
3095300_3095400,46.0,1,0,1
3100600_3100700,60.0,1,1,0
3103500_3103600,47.0,1,0,1
312800_312900,43.0,1,1,0
3130300_3130400,55.0,1,0,1
3135900_3136000,73.0,1,1,0
313900_314000,66.0,1,0,1
3139200_3139300,44.0,1,1,0
3172200_3172300,43.0,1,1,0
3173800_3173900,49.0,1,1,0
3198600_3198700,48.0,1,0,1
3203200_3203300,46.0,1,0,1
3217000_3217100,50.0,1,0,1
3219100_3219200,59.0,1,1,0
3220700_3220800,46.0,1,1,0
3230500_3230600,55.0,1,1,0
3251100_3251200,42.0,1,0,1
3255100_3255200,45.0,1,1,0
3267100_3267200,52.0,1,1,0
327600_327700,46.0,1,1,0
3276500_3276600,42.0,1,0,1
3300200_3300300,56.0,1,0,1
331400_331500,48.0,1,1,0
3318800_3318900,49.0,1,0,1
3322400_3322500,55.0,1,1,0
3327600_3327700,44.0,1,1,0
3334200_3334300,57.0,1,1,0
3355000_3355100,40.0,1,0,1
3381100_3381200,47.0,1,1,0
3385500_3385600,50.0,1,1,0
3390300_3390400,48.0,1,1,0
3398300_3398400,45.0,1,0,1
3412900_3413000,50.0,1,0,1
3426600_3426700,56.0,1,1,0
3443600_3443700,46.0,1,1,0
3444600_3444700,45.0,1,1,0
3447200_3447300,50.0,1,0,1
3451900_3452000,38.0,1,0,1
3467900_3468000,49.0,1,1,0
3472300_3472400,56.0,1,1,0
3476900_3477000,48.0,1,0,1
3488600_3488700,45.0,1,0,1
3503300_3503400,53.0,1,0,1
3504900_3505000,37.0,1,0,1
3505400_3505500,49.0,1,0,1
3507800_3507900,49.0,1,0,1
3521900_3522000,50.0,1,1,0
3527000_3527100,72.0,1,0,1
3557700_3557800,49.0,1,0,1
3570400_3570500,55.0,1,0,1
3572900_3573000,55.0,1,0,1
3573200_3573300,48.0,1,0,1
3580100_3580200,57.0,1,1,0
3589700_3589800,59.0,1,1,0
3598100_3598200,48.0,1,1,0
3605600_3605700,45.0,1,0,1
361400_361500,41.0,1,0,1
3623200_3623300,46.0,1,1,0
3625700_3625800,41.0,1,0,1
3641000_3641100,60.0,1,1,0
364300_364400,52.0,1,0,1
3665000_3665100,73.0,1,0,1
3680800_3680900,37.0,1,1,0
3703000_3703100,51.0,1,0,1
3711400_3711500,55.0,1,1,0
3722400_3722500,53.0,1,1,0
3722900_3723000,50.0,1,1,0
372700_372800,53.0,1,0,1
3728100_3728200,55.0,1,1,0
3750900_3751000,60.0,1,0,1
3757000_3757100,50.0,1,1,0
3780500_3780600,47.0,1,1,0
3783100_3783200,47.0,1,1,0
3793900_3794000,49.0,1,1,0
3794500_3794600,62.0,1,1,0
3799300_3799400,50.0,1,0,1
3840400_3840500,70.0,1,0,1
3850100_3850200,53.0,1,0,1
3868500_3868600,52.0,1,0,1
3871300_3871400,48.0,1,1,0
3891200_3891300,58.0,1,0,1
3897200_3897300,43.0,1,1,0
3919300_3919400,50.0,1,0,1
3930700_3930800,44.0,1,0,1
3934100_3934200,53.0,1,1,0
3937100_3937200,49.0,1,0,1
3948800_3948900,59.0,1,0,1
3952600_3952700,55.0,1,1,0
3953400_3953500,62.0,1,0,1
396200_396300,55.0,1,1,0
3972500_3972600,53.0,1,1,0
3974600_3974700,44.0,1,1,0
3983600_3983700,51.0,1,0,1
3993900_3994000,48.0,1,1,0
3996400_3996500,44.0,1,0,1
4004200_4004300,41.0,1,0,1
4005400_4005500,53.0,1,1,0
4012000_4012100,51.0,1,1,0
4027600_4027700,43.0,1,1,0
40300_40400,61.0,1,1,0
403100_403200,45.0,1,0,1
4042400_4042500,48.0,1,0,1
4044600_4044700,47.0,1,0,1
409300_409400,51.0,1,0,1
4097900_4098000,55.0,1,0,1
4105700_4105800,40.0,1,1,0
4126700_4126800,45.0,1,0,1
414100_414200,47.0,1,0,1
4146200_4146300,37.0,1,0,1
4149000_4149100,49.0,1,1,0
4168800_4168900,67.0,1,0,1
